Item_Identifier,i_weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,O_Size
FDX20,7.365,Low Fat,0.042646566,Fruits and Vegetables,225.172,OUT045,2002,Tier 2,Supermarket Type1,452.744,Small
FDX21,7.05,Low Fat,0.085138334,Snack Foods,108.6912,OUT045,2002,Tier 2,Supermarket Type1,1310.2944,Small
FDX22,6.785,Regular,0.023021406,Snack Foods,208.9928,OUT045,2002,Tier 2,Supermarket Type1,2103.928,Small
FDX24,8.355,Low Fat,0.013957308,Baking Goods,94.0462,OUT045,2002,Tier 2,Supermarket Type1,1480.7392,Small
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,OUT045,2002,Tier 2,Supermarket Type1,2918.8672,Small
FDX31,20.35,Regular,0,Fruits and Vegetables,234.4958,OUT045,2002,Tier 2,Supermarket Type1,1402.1748,Small
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,OUT045,2002,Tier 2,Supermarket Type1,2600.6148,Small
FDX34,6.195,Low Fat,0.072131519,Snack Foods,120.1098,OUT045,2002,Tier 2,Supermarket Type1,2892.2352,Small
FDX35,5.035,Regular,0.080072603,Breads,228.2036,OUT045,2002,Tier 2,Supermarket Type1,2504.7396,Small
FDX36,9.695,Regular,0.128543405,Baking Goods,226.5404,OUT045,2002,Tier 2,Supermarket Type1,4500.808,Small
FDX40,12.85,Low Fat,0.099193899,Frozen Foods,38.1164,OUT045,2002,Tier 2,Supermarket Type1,656.4788,Small
FDX43,5.655,Low Fat,0.085447928,Fruits and Vegetables,165.85,OUT045,2002,Tier 2,Supermarket Type1,1830.95,Small
FDX45,16.75,Low Fat,0.105068444,Snack Foods,156.663,OUT045,2002,Tier 2,Supermarket Type1,2816.334,Small
FDX46,12.3,Regular,0.058234621,Snack Foods,58.7562,OUT045,2002,Tier 2,Supermarket Type1,592.562,Small
FDX49,4.615,Regular,0.102038294,Canned,231.93,OUT045,2002,Tier 2,Supermarket Type1,2563.33,Small
FDX50,20.1,Low Fat,0.074778547,Dairy,110.7228,OUT045,2002,Tier 2,Supermarket Type1,1657.842,Small
FDX51,9.5,Regular,0.02210346,Meat,194.7452,OUT045,2002,Tier 2,Supermarket Type1,1370.2164,Small
FDX52,11.5,Regular,0.042087749,Frozen Foods,192.682,OUT045,2002,Tier 2,Supermarket Type1,3861.64,Small
FDX55,15.1,Low Fat,0,Fruits and Vegetables,216.4166,OUT045,2002,Tier 2,Supermarket Type1,2830.3158,Small
FDX58,13.15,Low Fat,0.043852434,Snack Foods,182.695,OUT045,2002,Tier 2,Supermarket Type1,4211.185,Small
FDX59,10.195,Low Fat,0.051766042,Breads,34.5558,OUT045,2002,Tier 2,Supermarket Type1,441.4254,Small
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,2002,Tier 2,Supermarket Type1,878.856,Small
FDY02,8.945,Regular,0.087823675,Dairy,261.091,OUT045,2002,Tier 2,Supermarket Type1,3418.883,Small
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Tier 2,Supermarket Type1,1687.803,Small
FDY04,17.7,Regular,0.042562588,Frozen Foods,165.021,OUT045,2002,Tier 2,Supermarket Type1,3425.541,Small
FDY07,11.8,Low Fat,0.121848436,Fruits and Vegetables,46.8402,OUT045,2002,Tier 2,Supermarket Type1,597.2226,Small
FDY08,9.395,Regular,0.171422166,Fruits and Vegetables,139.1838,OUT045,2002,Tier 2,Supermarket Type1,1685.8056,Small
FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,2002,Tier 2,Supermarket Type1,1946.7992,Small
FDY13,12.1,Low Fat,0.030188505,Canned,77.367,OUT045,2002,Tier 2,Supermarket Type1,612.536,Small
FDY15,18.25,Regular,0.171174491,Dairy,156.463,OUT045,2002,Tier 2,Supermarket Type1,938.778,Small
FDY16,18.35,Regular,0.092413792,Frozen Foods,183.6266,OUT045,2002,Tier 2,Supermarket Type1,1844.266,Small
FDY19,19.75,Low Fat,0.041448824,Fruits and Vegetables,116.5466,OUT045,2002,Tier 2,Supermarket Type1,2828.3184,Small
FDY21,15.1,Low Fat,0.173833129,Snack Foods,196.511,OUT045,2002,Tier 2,Supermarket Type1,4713.864,Small
FDY27,6.38,Low Fat,0.031962866,Dairy,178.0344,OUT045,2002,Tier 2,Supermarket Type1,535.3032,Small
FDY28,7.47,Regular,0,Frozen Foods,211.8218,OUT045,2002,Tier 2,Supermarket Type1,6411.654,Small
FDY31,5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,OUT045,2002,Tier 2,Supermarket Type1,3089.9778,Small
FDY32,7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,OUT045,2002,Tier 2,Supermarket Type1,3914.904,Small
FDY33,14.5,Regular,0.097398254,Snack Foods,157.4262,OUT045,2002,Tier 2,Supermarket Type1,3978.155,Small
FDY34,10.5,Regular,0.01100413,Snack Foods,167.1842,OUT045,2002,Tier 2,Supermarket Type1,2984.1156,Small
FDY35,17.6,Regular,0.016060186,Breads,47.2402,OUT045,2002,Tier 2,Supermarket Type1,505.3422,Small
FDY36,12.3,Low Fat,0.009429612,Baking Goods,71.338,OUT045,2002,Tier 2,Supermarket Type1,1098.57,Small
FDY37,17,Regular,0.026622757,Canned,144.247,OUT045,2002,Tier 2,Supermarket Type1,3149.234,Small
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Tier 2,Supermarket Type1,5359.69,Small
FDY44,14.15,Regular,0.024454052,Fruits and Vegetables,197.211,OUT045,2002,Tier 2,Supermarket Type1,3731.809,Small
FDY45,17.5,Low Fat,0.026195131,Snack Foods,252.6356,OUT045,2002,Tier 2,Supermarket Type1,2543.356,Small
FDY47,8.6,Regular,0.054594957,Breads,130.531,OUT045,2002,Tier 2,Supermarket Type1,1298.31,Small
FDY48,14,Low Fat,0.023783007,Baking Goods,104.0332,OUT045,2002,Tier 2,Supermarket Type1,1435.4648,Small
FDY49,17.2,Regular,0.012036432,Canned,165.7184,OUT045,2002,Tier 2,Supermarket Type1,1816.3024,Small
FDY50,5.8,Low Fat,0.131221393,Dairy,87.8172,OUT045,2002,Tier 2,Supermarket Type1,1070.6064,Small
FDY52,6.365,Low Fat,0.007363189,Frozen Foods,63.2536,OUT045,2002,Tier 2,Supermarket Type1,1225.072,Small
FDY55,16.75,Low Fat,0.081485126,Fruits and Vegetables,258.0988,OUT045,2002,Tier 2,Supermarket Type1,8994.958,Small
FDY57,20.2,Regular,0.121500143,Snack Foods,95.0752,OUT045,2002,Tier 2,Supermarket Type1,2588.6304,Small
FDY59,8.195,Low Fat,0.031467128,Baking Goods,91.8462,OUT045,2002,Tier 2,Supermarket Type1,2313.655,Small
FDY60,10.5,Regular,0.026424424,Baking Goods,145.2128,OUT045,2002,Tier 2,Supermarket Type1,3739.1328,Small
FDZ02,6.905,Regular,0.03822479,Dairy,99.8726,OUT045,2002,Tier 2,Supermarket Type1,587.2356,Small
FDZ03,13.65,Regular,0.078946455,Dairy,186.024,OUT045,2002,Tier 2,Supermarket Type1,1118.544,Small
FDZ04,9.31,Low Fat,0.038032068,Frozen Foods,61.351,OUT045,2002,Tier 2,Supermarket Type1,822.263,Small
FDZ08,12.5,Regular,0.110215444,Fruits and Vegetables,81.8592,OUT045,2002,Tier 2,Supermarket Type1,1238.388,Small
FDZ13,7.84,Regular,0.153806271,Canned,51.335,OUT045,2002,Tier 2,Supermarket Type1,1198.44,Small
FDZ15,13.1,Low Fat,0.020913071,Dairy,120.1782,OUT045,2002,Tier 2,Supermarket Type1,2026.0294,Small
FDZ20,16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,OUT045,2002,Tier 2,Supermarket Type1,6358.39,Small
FDZ22,9.395,Low Fat,0.045361705,Snack Foods,83.825,OUT045,2002,Tier 2,Supermarket Type1,665.8,Small
FDZ23,17.75,Regular,0.067639698,Baking Goods,187.624,OUT045,2002,Tier 2,Supermarket Type1,1491.392,Small
FDZ25,15.7,Regular,0.027673055,Canned,169.279,OUT045,2002,Tier 2,Supermarket Type1,3735.138,Small
FDZ27,7.935,Low Fat,0.017191055,Dairy,51.535,OUT045,2002,Tier 2,Supermarket Type1,848.895,Small
FDZ28,20,Regular,0.051596927,Frozen Foods,128.0678,OUT045,2002,Tier 2,Supermarket Type1,1780.3492,Small
FDZ32,7.785,Regular,0.038210084,Fruits and Vegetables,103.8964,OUT045,2002,Tier 2,Supermarket Type1,946.7676,Small
FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,2002,Tier 2,Supermarket Type1,1754.383,Small
FDZ39,19.7,Regular,0.018061324,Meat,102.599,OUT045,2002,Tier 2,Supermarket Type1,2063.98,Small
FDZ40,8.935,Low Fat,0.04026424,Frozen Foods,52.6298,OUT045,2002,Tier 2,Supermarket Type1,808.947,Small
FDZ45,14.1,Low Fat,0.067011609,Snack Foods,197.1084,OUT045,2002,Tier 2,Supermarket Type1,2182.4924,Small
FDZ48,17.75,Low Fat,0.076113671,Baking Goods,111.4544,OUT045,2002,Tier 2,Supermarket Type1,1006.6896,Small
FDZ49,11,Regular,0.13341564,Canned,218.7798,OUT045,2002,Tier 2,Supermarket Type1,2203.798,Small
FDZ55,6.055,Low Fat,0.025460232,Fruits and Vegetables,160.892,OUT045,2002,Tier 2,Supermarket Type1,1917.504,Small
FDZ56,16.25,Low Fat,0.025789175,Fruits and Vegetables,166.9474,OUT045,2002,Tier 2,Supermarket Type1,2863.6058,Small
NCA06,20.5,Low Fat,0.143574191,Household,37.219,OUT045,2002,Tier 2,Supermarket Type1,476.047,Small
NCA17,20.6,Low Fat,0.04551031,Health and Hygiene,149.6392,OUT045,2002,Tier 2,Supermarket Type1,894.8352,Small
NCA18,10.1,Low Fat,0.056191301,Household,115.7492,OUT045,2002,Tier 2,Supermarket Type1,579.246,Small
NCA41,16.75,Low Fat,0.032652796,Health and Hygiene,190.8162,OUT045,2002,Tier 2,Supermarket Type1,2886.243,Small
NCA42,6.965,Low Fat,0,Household,159.6604,OUT045,2002,Tier 2,Supermarket Type1,3327.6684,Small
NCA53,11.395,Low Fat,0.009898492,Health and Hygiene,48.8034,OUT045,2002,Tier 2,Supermarket Type1,777.6544,Small
NCA54,16.5,Low Fat,0.036715907,Household,180.0318,OUT045,2002,Tier 2,Supermarket Type1,3969.4996,Small
NCB18,19.6,Low Fat,0.041374909,Household,89.2514,OUT045,2002,Tier 2,Supermarket Type1,1416.8224,Small
NCB30,14.6,Low Fat,0.02575512,Household,199.6084,OUT045,2002,Tier 2,Supermarket Type1,3769.7596,Small
NCB31,6.235,Low Fat,0.118915034,Household,264.791,OUT045,2002,Tier 2,Supermarket Type1,2103.928,Small
NCB42,11.8,Low Fat,0.008578539,Health and Hygiene,117.6492,OUT045,2002,Tier 2,Supermarket Type1,1158.492,Small
NCB43,20.2,Low Fat,0.100114941,Household,188.3898,OUT045,2002,Tier 2,Supermarket Type1,3554.7062,Small
NCB55,15.7,Low Fat,0.16098885,Household,57.8562,OUT045,2002,Tier 2,Supermarket Type1,651.8182,Small
NCC07,19.6,Low Fat,0.023999722,Household,104.0964,OUT045,2002,Tier 2,Supermarket Type1,525.982,Small
NCC18,19.1,Low Fat,0.177629525,Household,173.9422,OUT045,2002,Tier 2,Supermarket Type1,2414.1908,Small
NCC42,15,Low Fat,0.04499948,Health and Hygiene,140.4838,OUT045,2002,Tier 2,Supermarket Type1,1685.8056,Small
NCC54,17.75,Low Fat,0.097909084,Health and Hygiene,242.1196,OUT045,2002,Tier 2,Supermarket Type1,4097.3332,Small
NCD19,8.93,Low Fat,0,Household,55.4614,OUT045,2002,Tier 2,Supermarket Type1,331.5684,Small
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Tier 2,Supermarket Type1,1272.3438,Small
NCD42,16.5,Low Fat,0.012663476,Health and Hygiene,39.3506,OUT045,2002,Tier 2,Supermarket Type1,645.1602,Small
NCD43,8.85,Low Fat,0.016052446,Household,106.7964,OUT045,2002,Tier 2,Supermarket Type1,1367.5532,Small
NCE07,8.18,Low Fat,0,Household,140.5154,OUT045,2002,Tier 2,Supermarket Type1,1701.7848,Small
NCE18,10,Low Fat,0.021468792,Household,251.675,OUT045,2002,Tier 2,Supermarket Type1,4244.475,Small
NCE19,8.97,Low Fat,0.093203257,Household,52.7956,OUT045,2002,Tier 2,Supermarket Type1,1037.3164,Small
NCE30,16,Low Fat,0,Household,210.4902,OUT045,2002,Tier 2,Supermarket Type1,3610.6334,Small
NCE31,7.67,Low Fat,0.185218446,Household,36.3216,OUT045,2002,Tier 2,Supermarket Type1,415.4592,Small
NCE54,20.7,Low Fat,0.02695441,Household,73.2354,OUT045,2002,Tier 2,Supermarket Type1,1504.708,Small
NCE55,8.92,Low Fat,0.130191993,Household,176.837,OUT045,2002,Tier 2,Supermarket Type1,2117.244,Small
NCF18,18.35,Low Fat,0.089163056,Household,191.3504,OUT045,2002,Tier 2,Supermarket Type1,3259.7568,Small
NCF31,9.13,Low Fat,0.051952573,Household,152.3024,OUT045,2002,Tier 2,Supermarket Type1,1821.6288,Small
NCF42,17.35,Low Fat,0.167722519,Household,176.3712,OUT045,2002,Tier 2,Supermarket Type1,1054.6272,Small
NCF43,8.51,Low Fat,0.052051256,Household,142.247,OUT045,2002,Tier 2,Supermarket Type1,2004.058,Small
NCF54,18,Low Fat,0.047473135,Household,170.5422,OUT045,2002,Tier 2,Supermarket Type1,3103.9596,Small
NCF55,6.675,Low Fat,0.021710275,Household,34.9874,OUT045,2002,Tier 2,Supermarket Type1,247.0118,Small
NCG07,12.3,Low Fat,0.052608525,Household,191.253,OUT045,2002,Tier 2,Supermarket Type1,2656.542,Small
NCG30,20.2,Low Fat,0.112549008,Household,123.1046,OUT045,2002,Tier 2,Supermarket Type1,1120.5414,Small
NCG42,19.2,Low Fat,0,Household,127.831,OUT045,2002,Tier 2,Supermarket Type1,1298.31,Small
NCG43,20.2,Low Fat,0.074390007,Household,91.4462,OUT045,2002,Tier 2,Supermarket Type1,1943.4702,Small
NCG54,12.1,Low Fat,0.079968115,Household,170.8106,OUT045,2002,Tier 2,Supermarket Type1,4619.9862,Small
NCH06,12.3,Low Fat,0.076709639,Household,247.846,OUT045,2002,Tier 2,Supermarket Type1,3448.844,Small
NCH07,13.15,Low Fat,0.092854963,Household,158.7604,OUT045,2002,Tier 2,Supermarket Type1,3010.7476,Small
NCH29,5.51,Low Fat,0.034543718,Health and Hygiene,99.7726,OUT045,2002,Tier 2,Supermarket Type1,978.726,Small
NCH30,17.1,Low Fat,0.067290244,Household,114.586,OUT045,2002,Tier 2,Supermarket Type1,1584.604,Small
NCH43,8.42,Low Fat,0.070712031,Household,216.4192,OUT045,2002,Tier 2,Supermarket Type1,3020.0688,Small
NCH55,16.35,Low Fat,0.034742632,Household,127.402,OUT045,2002,Tier 2,Supermarket Type1,759.012,Small
NCI06,11.3,Low Fat,0.047814463,Household,179.266,OUT045,2002,Tier 2,Supermarket Type1,5033.448,Small
NCI17,8.645,Low Fat,0.143713508,Health and Hygiene,96.641,OUT045,2002,Tier 2,Supermarket Type1,868.869,Small
NCI18,18.35,Low Fat,0.014052469,Household,224.0746,OUT045,2002,Tier 2,Supermarket Type1,1346.2476,Small
NCI29,8.6,Low Fat,0.032687702,Health and Hygiene,140.9154,OUT045,2002,Tier 2,Supermarket Type1,1134.5232,Small
NCI30,20.25,Low Fat,0.059055045,Household,247.346,OUT045,2002,Tier 2,Supermarket Type1,1970.768,Small
NCI31,20,Low Fat,0.081492092,Others,35.519,OUT045,2002,Tier 2,Supermarket Type1,1025.332,Small
NCI54,15.2,Low Fat,0.03366718,Household,109.6912,OUT045,2002,Tier 2,Supermarket Type1,1419.4856,Small
NCI55,18.6,Low Fat,0.012679226,Household,120.9414,OUT045,2002,Tier 2,Supermarket Type1,2680.5108,Small
NCJ17,7.68,Low Fat,0.152865879,Health and Hygiene,84.9224,OUT045,2002,Tier 2,Supermarket Type1,1619.2256,Small
NCJ18,12.35,Low Fat,0.164274416,Household,119.8124,OUT045,2002,Tier 2,Supermarket Type1,2133.2232,Small
NCJ19,18.6,Low Fat,0.118419683,Others,58.3588,OUT045,2002,Tier 2,Supermarket Type1,1545.9876,Small
NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,OUT045,2002,Tier 2,Supermarket Type1,426.112,Small
NCJ30,5.82,Low Fat,0.080804019,Household,171.479,OUT045,2002,Tier 2,Supermarket Type1,4074.696,Small
NCJ42,19.75,Low Fat,0.01433033,Household,104.2332,OUT045,2002,Tier 2,Supermarket Type1,2153.1972,Small
NCJ54,9.895,Low Fat,0.060188932,Household,233.0642,OUT045,2002,Tier 2,Supermarket Type1,6041.4692,Small
NCK06,5.03,Low Fat,0.008664064,Household,119.3756,OUT045,2002,Tier 2,Supermarket Type1,605.878,Small
NCK07,10.65,Low Fat,0.048785427,Others,163.9526,OUT045,2002,Tier 2,Supermarket Type1,1644.526,Small
NCK17,11,Low Fat,0.037971697,Health and Hygiene,38.948,OUT045,2002,Tier 2,Supermarket Type1,519.324,Small
NCK18,9.6,Low Fat,0,Household,164.2184,OUT045,2002,Tier 2,Supermarket Type1,1981.4208,Small
NCK19,9.8,Low Fat,0.090649107,Others,194.3478,OUT045,2002,Tier 2,Supermarket Type1,4649.9472,Small
NCK30,14.85,Low Fat,0.061102235,Household,253.2698,OUT045,2002,Tier 2,Supermarket Type1,2283.0282,Small
NCK42,7.475,Low Fat,0.013146636,Household,214.5192,OUT045,2002,Tier 2,Supermarket Type1,2804.3496,Small
NCK54,12.15,Low Fat,0.029583249,Household,114.715,OUT045,2002,Tier 2,Supermarket Type1,1048.635,Small
NCL06,14.65,Low Fat,0.072212787,Household,260.9594,OUT045,2002,Tier 2,Supermarket Type1,2878.2534,Small
NCL07,13.85,Low Fat,0.031402114,Others,40.248,OUT045,2002,Tier 2,Supermarket Type1,319.584,Small
NCL19,15.35,Low Fat,0.015708023,Others,143.447,OUT045,2002,Tier 2,Supermarket Type1,2576.646,Small
NCL29,9.695,Low Fat,0.114170506,Health and Hygiene,158.9604,OUT045,2002,Tier 2,Supermarket Type1,1743.0644,Small
NCL31,7.39,Low Fat,0.120524922,Others,142.247,OUT045,2002,Tier 2,Supermarket Type1,2433.499,Small
NCL53,7.5,Low Fat,0.036308404,Health and Hygiene,175.4028,OUT045,2002,Tier 2,Supermarket Type1,2833.6448,Small
NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,2002,Tier 2,Supermarket Type1,3502.108,Small
NCL55,12.15,Low Fat,0.06479182,Others,254.004,OUT045,2002,Tier 2,Supermarket Type1,2277.036,Small
NCM06,7.475,Low Fat,0.075881475,Household,155.2656,OUT045,2002,Tier 2,Supermarket Type1,2934.8464,Small
NCM18,13,Low Fat,0.083009876,Household,61.1194,OUT045,2002,Tier 2,Supermarket Type1,2352.9372,Small
NCM19,12.65,Low Fat,0.047333044,Others,113.8202,OUT045,2002,Tier 2,Supermarket Type1,1800.3232,Small
NCM26,20.5,Low Fat,0.023190134,Others,153.434,OUT045,2002,Tier 2,Supermarket Type1,3981.484,Small
NCM29,11.5,Low Fat,0.017678008,Health and Hygiene,129.2626,OUT045,2002,Tier 2,Supermarket Type1,1705.1138,Small
NCM31,6.095,Low Fat,0.081361288,Others,141.9154,OUT045,2002,Tier 2,Supermarket Type1,2694.4926,Small
NCM41,16.5,Low Fat,0.035728302,Health and Hygiene,95.212,OUT045,2002,Tier 2,Supermarket Type1,838.908,Small
NCM53,18.75,Low Fat,0.052146456,Health and Hygiene,104.628,OUT045,2002,Tier 2,Supermarket Type1,745.696,Small
NCN05,8.235,Low Fat,0.014488997,Health and Hygiene,183.795,OUT045,2002,Tier 2,Supermarket Type1,2929.52,Small
NCN07,18.5,Low Fat,0.034013539,Others,133.2284,OUT045,2002,Tier 2,Supermarket Type1,2768.3964,Small
NCN18,8.895,Low Fat,0.124967595,Household,112.7544,OUT045,2002,Tier 2,Supermarket Type1,3467.4864,Small
NCN26,10.85,Low Fat,0.028738058,Household,117.1808,OUT045,2002,Tier 2,Supermarket Type1,703.0848,Small
NCN29,15.2,Low Fat,0.012141036,Health and Hygiene,48.7034,OUT045,2002,Tier 2,Supermarket Type1,680.4476,Small
NCN42,20.25,Low Fat,0.014251461,Household,148.6418,OUT045,2002,Tier 2,Supermarket Type1,2648.5524,Small
NCN54,20.35,Low Fat,0.021369722,Household,75.8328,OUT045,2002,Tier 2,Supermarket Type1,154.4656,Small
NCN55,14.6,Low Fat,0.059611153,Others,238.3538,OUT045,2002,Tier 2,Supermarket Type1,2163.1842,Small
NCO02,11.15,Low Fat,0.073516952,Others,65.9142,OUT045,2002,Tier 2,Supermarket Type1,790.9704,Small
NCO05,7.27,Low Fat,0.046653872,Health and Hygiene,98.6384,OUT045,2002,Tier 2,Supermarket Type1,1970.768,Small
NCO18,13.15,Low Fat,0.024701262,Household,176.8686,OUT045,2002,Tier 2,Supermarket Type1,2133.2232,Small
NCO26,7.235,Low Fat,0.077011493,Household,117.3492,OUT045,2002,Tier 2,Supermarket Type1,1506.0396,Small
NCO29,11.15,Low Fat,0.032321608,Health and Hygiene,165.6526,OUT045,2002,Tier 2,Supermarket Type1,1315.6208,Small
NCO30,19.5,Low Fat,0.015756784,Household,185.0608,OUT045,2002,Tier 2,Supermarket Type1,2205.1296,Small
NCO41,12.5,Low Fat,0.018887088,Health and Hygiene,98.8384,OUT045,2002,Tier 2,Supermarket Type1,1280.9992,Small
NCO42,21.25,Low Fat,0.024705597,Household,145.1102,OUT045,2002,Tier 2,Supermarket Type1,1603.9122,Small
NCO43,5.5,Low Fat,0,Others,103.1016,OUT045,2002,Tier 2,Supermarket Type1,2024.032,Small
NCO54,19.5,Low Fat,0.01430324,Household,57.2614,OUT045,2002,Tier 2,Supermarket Type1,1547.3192,Small
NCO55,12.8,Low Fat,0.091221855,Others,105.5938,OUT045,2002,Tier 2,Supermarket Type1,2143.876,Small
NCP05,19.6,Low Fat,0,Health and Hygiene,153.3024,OUT045,2002,Tier 2,Supermarket Type1,2428.8384,Small
NCP18,12.15,Low Fat,0.028656248,Household,149.3708,OUT045,2002,Tier 2,Supermarket Type1,1203.7664,Small
NCP30,20.5,Low Fat,0.032835147,Household,40.2822,OUT045,2002,Tier 2,Supermarket Type1,707.0796,Small
NCP42,8.51,Low Fat,0.016143389,Household,194.2478,OUT045,2002,Tier 2,Supermarket Type1,2324.9736,Small
NCP43,17.75,Low Fat,0.030568919,Others,177.866,OUT045,2002,Tier 2,Supermarket Type1,2336.958,Small
NCP55,14.65,Low Fat,0.011212719,Others,55.6614,OUT045,2002,Tier 2,Supermarket Type1,1049.9666,Small
NCQ05,11.395,Low Fat,0.021649904,Health and Hygiene,150.8708,OUT045,2002,Tier 2,Supermarket Type1,4363.6532,Small
NCQ06,13,Low Fat,0.041909345,Household,255.0014,OUT045,2002,Tier 2,Supermarket Type1,5865.0322,Small
NCQ30,7.725,Low Fat,0.029131242,Household,123.8414,OUT045,2002,Tier 2,Supermarket Type1,487.3656,Small
NCQ38,16.35,Low Fat,0.013393537,Others,106.028,OUT045,2002,Tier 2,Supermarket Type1,1065.28,Small
NCQ43,17.75,Low Fat,0.111527348,Others,110.2912,OUT045,2002,Tier 2,Supermarket Type1,873.5296,Small
NCQ53,17.6,Low Fat,0.018943666,Health and Hygiene,237.359,OUT045,2002,Tier 2,Supermarket Type1,6145.334,Small
NCQ54,17.7,Low Fat,0.012567811,Household,168.4474,OUT045,2002,Tier 2,Supermarket Type1,2358.2636,Small
NCR05,10.1,Low Fat,0.054741627,Health and Hygiene,200.2084,OUT045,2002,Tier 2,Supermarket Type1,3174.5344,Small
NCR17,9.8,Low Fat,0.024432767,Health and Hygiene,116.4492,OUT045,2002,Tier 2,Supermarket Type1,2780.3808,Small
NCR29,7.565,Low Fat,0.054751689,Health and Hygiene,54.793,OUT045,2002,Tier 2,Supermarket Type1,622.523,Small
NCR30,20.6,Low Fat,0.071136948,Household,76.3696,OUT045,2002,Tier 2,Supermarket Type1,372.848,Small
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Tier 2,Supermarket Type1,6795.1548,Small
NCR41,17.85,Low Fat,0.01806055,Health and Hygiene,97.0094,OUT045,2002,Tier 2,Supermarket Type1,2094.6068,Small
NCR42,9.105,Low Fat,0.038559926,Household,33.89,OUT045,2002,Tier 2,Supermarket Type1,99.87,Small
NCS05,11.5,Low Fat,0.021020616,Health and Hygiene,130.7942,OUT045,2002,Tier 2,Supermarket Type1,2782.3782,Small
NCS06,7.935,Low Fat,0.031801103,Household,261.591,OUT045,2002,Tier 2,Supermarket Type1,3155.892,Small
NCS18,12.65,Low Fat,0.042296724,Household,106.3938,OUT045,2002,Tier 2,Supermarket Type1,3751.783,Small
NCS30,5.945,Low Fat,0.093214866,Household,129.1652,OUT045,2002,Tier 2,Supermarket Type1,2841.6344,Small
NCS38,8.6,Low Fat,0.090374342,Household,114.3176,OUT045,2002,Tier 2,Supermarket Type1,1946.7992,Small
NCS53,14.5,Low Fat,0.08996026,Health and Hygiene,159.5604,OUT045,2002,Tier 2,Supermarket Type1,1426.1436,Small
NCS54,13.6,Low Fat,0.010013429,Household,176.437,OUT045,2002,Tier 2,Supermarket Type1,4587.362,Small
NCT05,10.895,Low Fat,0.020994339,Health and Hygiene,255.6672,OUT045,2002,Tier 2,Supermarket Type1,4346.3424,Small
NCT06,17.1,Low Fat,0.038816115,Household,166.4842,OUT045,2002,Tier 2,Supermarket Type1,1326.2736,Small
NCT17,10.8,Low Fat,0.041950753,Health and Hygiene,190.0214,OUT045,2002,Tier 2,Supermarket Type1,2449.4782,Small
NCT29,12.6,Low Fat,0.064240743,Health and Hygiene,121.9414,OUT045,2002,Tier 2,Supermarket Type1,1462.0968,Small
NCT41,15.7,Low Fat,0.05610384,Health and Hygiene,153.5024,OUT045,2002,Tier 2,Supermarket Type1,2580.6408,Small
NCT42,5.88,Low Fat,0.024937792,Household,148.4392,OUT045,2002,Tier 2,Supermarket Type1,2087.9488,Small
NCU05,11.8,Low Fat,0.058855357,Health and Hygiene,79.1618,OUT045,2002,Tier 2,Supermarket Type1,2336.2922,Small
NCU17,5.32,Low Fat,0.093071679,Health and Hygiene,103.8674,OUT045,2002,Tier 2,Supermarket Type1,509.337,Small
NCU30,5.11,Low Fat,0.034945416,Household,161.121,OUT045,2002,Tier 2,Supermarket Type1,2609.936,Small
NCU42,9,Low Fat,0.019546214,Household,168.1474,OUT045,2002,Tier 2,Supermarket Type1,4211.185,Small
NCU53,5.485,Low Fat,0.042838514,Health and Hygiene,163.7842,OUT045,2002,Tier 2,Supermarket Type1,1657.842,Small
NCU54,8.88,Low Fat,0.098822387,Household,209.627,OUT045,2002,Tier 2,Supermarket Type1,1887.543,Small
NCV05,10.1,Low Fat,0.030269774,Health and Hygiene,152.4656,OUT045,2002,Tier 2,Supermarket Type1,2934.8464,Small
NCV06,11.3,Low Fat,0.066816565,Household,192.2478,OUT045,2002,Tier 2,Supermarket Type1,1356.2346,Small
NCV18,6.775,Low Fat,0.105459307,Household,84.625,OUT045,2002,Tier 2,Supermarket Type1,2496.75,Small
NCV30,20.2,Low Fat,0.066065799,Household,61.351,OUT045,2002,Tier 2,Supermarket Type1,1201.769,Small
NCV41,14.35,Low Fat,0.017073332,Health and Hygiene,109.5228,OUT045,2002,Tier 2,Supermarket Type1,1657.842,Small
NCV54,11.1,Low Fat,0.033176087,Household,120.1124,OUT045,2002,Tier 2,Supermarket Type1,1896.1984,Small
